"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group"
"EMP1865","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2023-07-29,2.21,"1-2 years"
"EMP1866","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2020-05-02,5.45,"3-5 years"
"EMP1867","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2024-08-12,1.17,"1-2 years"
"EMP1868","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-08-25,0.14,"Less than 1 year"
"EMP1869","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2023-10-20,1.99,"1-2 years"
"EMP1870","Technology and Product","Engineering","Manager","People Manager","Hybrid","West",2015-12-27,9.8,"6-10 years"
"EMP1871","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2020-07-14,5.25,"3-5 years"
"EMP1872","Technology and Product","Engineering","Manager","People Manager","Remote","Northeast",2024-12-26,0.8,"Less than 1 year"
"EMP1873","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2020-12-10,4.85,"3-5 years"
"EMP1874","Technology and Product","Engineering","Senior Professional","People Manager","Hybrid","Northeast",2024-02-13,1.67,"1-2 years"
"EMP1875","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","Northeast",2021-01-05,4.77,"3-5 years"
"EMP1876","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Midwest",2011-10-26,13.97,"11 or more years"
"EMP1877","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2024-09-18,1.07,"1-2 years"
"EMP1878","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2020-03-11,5.6,"3-5 years"
"EMP1879","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2006-12-23,18.81,"11 or more years"
"EMP1880","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2023-09-19,2.07,"1-2 years"
"EMP1881","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2025-05-21,0.4,"Less than 1 year"
"EMP1882","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","West",2020-12-28,4.8,"3-5 years"
"EMP1883","Technology and Product","Engineering","Senior Professional","People Manager","Hybrid","South",2023-11-22,1.9,"1-2 years"
"EMP1884","Technology and Product","Engineering","Director and Above","People Manager","Remote","South",2021-10-08,4.02,"3-5 years"
"EMP1885","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2022-04-28,3.47,"3-5 years"
"EMP1886","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-08-17,0.16,"Less than 1 year"
"EMP1887","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2021-01-28,4.71,"3-5 years"
"EMP1888","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","Northeast",2023-06-15,2.34,"1-2 years"
"EMP1889","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2023-04-27,2.47,"1-2 years"
"EMP1890","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2018-02-03,7.7,"6-10 years"
"EMP1891","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2023-09-12,2.09,"1-2 years"
"EMP1892","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2014-07-21,11.24,"11 or more years"
"EMP1893","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2022-01-25,3.72,"3-5 years"
"EMP1894","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2018-06-02,7.37,"6-10 years"
"EMP1895","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2011-03-13,14.59,"11 or more years"
"EMP1896","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2016-05-12,9.43,"6-10 years"
"EMP1897","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Midwest",2024-06-01,1.37,"1-2 years"
"EMP1898","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-01-30,0.71,"Less than 1 year"
"EMP1899","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2021-03-09,4.6,"3-5 years"
"EMP1900","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2023-08-16,2.17,"1-2 years"
"EMP1901","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2023-01-06,2.77,"1-2 years"
"EMP1902","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2020-07-29,5.21,"3-5 years"
"EMP1903","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2020-08-03,5.2,"3-5 years"
"EMP1904","Technology and Product","Engineering","Entry Level","Individual Contributor","On-site","West",2025-02-12,0.67,"Less than 1 year"
"EMP1905","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2016-03-11,9.6,"6-10 years"
"EMP1906","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2015-09-18,10.08,"6-10 years"
"EMP1907","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2015-01-04,10.78,"6-10 years"
"EMP1908","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2017-03-30,8.54,"6-10 years"
"EMP1909","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2015-09-01,10.12,"6-10 years"
"EMP1910","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2016-11-11,8.93,"6-10 years"
"EMP1911","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2021-05-19,4.41,"3-5 years"
"EMP1912","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Midwest",2019-03-15,6.59,"6-10 years"
"EMP1913","Technology and Product","Engineering","Manager","People Manager","Hybrid","West",2016-09-06,9.11,"6-10 years"
"EMP1914","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2018-07-03,7.29,"6-10 years"
"EMP1915","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2017-02-22,8.64,"6-10 years"
"EMP1916","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","Northeast",2020-09-12,5.09,"3-5 years"
"EMP1917","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2020-09-07,5.1,"3-5 years"
"EMP1918","Technology and Product","Engineering","Manager","People Manager","Remote","Northeast",2017-06-27,8.3,"6-10 years"
"EMP1919","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2025-09-13,0.09,"Less than 1 year"
"EMP1920","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2021-05-24,4.39,"3-5 years"
"EMP1921","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Midwest",2025-08-01,0.21,"Less than 1 year"
"EMP1922","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2023-02-16,2.66,"1-2 years"
"EMP1923","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2006-01-28,19.71,"11 or more years"
"EMP1924","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","West",2023-03-05,2.61,"1-2 years"
"EMP1925","Technology and Product","Engineering","Director and Above","People Manager","Remote","West",2016-08-31,9.12,"6-10 years"
"EMP1926","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2023-12-03,1.87,"1-2 years"
"EMP1927","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2024-04-04,1.53,"1-2 years"
"EMP1928","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2021-04-28,4.47,"3-5 years"
"EMP1929","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2023-01-10,2.76,"1-2 years"
"EMP1930","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2008-03-31,17.54,"11 or more years"
"EMP1931","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2024-04-26,1.47,"1-2 years"
"EMP1932","Technology and Product","Engineering","Manager","People Manager","Remote","Midwest",2023-09-14,2.09,"1-2 years"
"EMP1933","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2020-04-17,5.49,"3-5 years"
"EMP1934","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2021-03-22,4.57,"3-5 years"
"EMP1935","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-02-02,5.7,"3-5 years"
"EMP1936","Technology and Product","Engineering","Manager","People Manager","Remote","South",2020-06-21,5.32,"3-5 years"
"EMP1937","Technology and Product","Engineering","Manager","People Manager","Remote","Midwest",2022-11-20,2.9,"1-2 years"
"EMP1938","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2025-03-21,0.57,"Less than 1 year"
"EMP1939","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2020-01-07,5.77,"3-5 years"
"EMP1940","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2025-09-05,0.11,"Less than 1 year"
"EMP1941","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-01-02,2.78,"1-2 years"
"EMP1942","Technology and Product","Engineering","Director and Above","Individual Contributor","Hybrid","Midwest",2020-06-24,5.31,"3-5 years"
"EMP1943","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2020-09-27,5.05,"3-5 years"
"EMP1944","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2018-04-29,7.46,"6-10 years"
"EMP1945","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2022-08-31,3.12,"3-5 years"
"EMP1946","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2024-12-21,0.82,"Less than 1 year"
"EMP1947","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2021-12-20,3.82,"3-5 years"
"EMP1948","Technology and Product","Engineering","Manager","People Manager","On-site","South",2014-12-22,10.81,"6-10 years"
"EMP1949","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2025-05-23,0.4,"Less than 1 year"
"EMP1950","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2020-09-07,5.1,"3-5 years"
"EMP1951","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2022-06-03,3.37,"3-5 years"
"EMP1952","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","West",2025-02-01,0.7,"Less than 1 year"
"EMP1953","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2020-08-04,5.2,"3-5 years"
"EMP1954","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2019-12-13,5.84,"3-5 years"
"EMP1955","Technology and Product","Engineering","Entry Level","Individual Contributor","On-site","Northeast",2023-04-21,2.49,"1-2 years"
"EMP1956","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2024-05-24,1.39,"1-2 years"
"EMP1957","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2023-08-14,2.17,"1-2 years"
